"","date","id","trt2","days","area","trt3","taxon","mg_dm","mg_dm_m2_d01"
"430","06/23/17","1 Below","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"431","06/23/17","8 Below","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"432","06/23/17","4 Below","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"433","06/23/17","6 Below","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"434","06/23/17","2 Above","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"435","06/23/17","8 Above","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"436","06/23/17","9 Below","ctrl",4,0.36,"ctrl","ephem_mg_dm",0,0.01
"437","06/23/17","1 Above","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"438","06/23/17","9 Above","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"439","06/23/17","6 Above","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"440","06/23/17","5 Above","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"441","06/23/17","3 Above","exc",4,0.36,"exc","ephem_mg_dm",1.1,0.773888888888889
"442","06/23/17","3 Below","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"443","06/23/17","7 Below","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"444","06/23/17","5 Below","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
"445","06/23/17","2 Below","exc",4,0.36,"exc","ephem_mg_dm",0,0.01
