"","id","species","date","total_mgdmper_ind_per_species_per_date","prey_taxon","X","loc","sample","method","length_mm","total","notes","number","prey_mg_dm","mg_diet_dm"
"484",1027,"spotfin",2017-06-28,1.42,"chiro_a",27,"below","lavage","lavage",78,2,NA,0,0.99,0
"485",1027,"spotfin",2017-06-28,1.42,"sciaridae",27,"below","lavage","lavage",78,2,NA,0,0.71,0
"486",1027,"spotfin",2017-06-28,1.42,"unk_ins",27,"below","lavage","lavage",78,2,NA,0,0.71,0
"487",1028,"spotfin",2017-06-28,3.15,"corixid",28,"below","lavage","lavage",53,44,NA,41,0.01,0.41
"488",1028,"spotfin",2017-06-28,3.15,"chiro_p",28,"below","lavage","lavage",53,44,NA,2,0.85,1.7
"489",1028,"spotfin",2017-06-28,3.15,"ostracod",28,"below","lavage","lavage",53,44,NA,0,0.355,0
"490",1028,"spotfin",2017-06-28,3.15,"copepod",28,"below","lavage","lavage",53,44,NA,0,0.42,0
"491",1028,"spotfin",2017-06-28,3.15,"mayfly",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"492",1028,"spotfin",2017-06-28,3.15,"chiro_l",28,"below","lavage","lavage",53,44,NA,1,1.04,1.04
"493",1028,"spotfin",2017-06-28,3.15,"sciaridae",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"494",1028,"spotfin",2017-06-28,3.15,"fish_yoy",28,"below","lavage","lavage",53,44,NA,0,900,0
"495",1028,"spotfin",2017-06-28,3.15,"terr_hemip",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"496",1028,"spotfin",2017-06-28,3.15,"seed",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"497",1028,"spotfin",2017-06-28,3.15,"chiro_a",28,"below","lavage","lavage",53,44,NA,0,0.99,0
"498",1028,"spotfin",2017-06-28,3.15,"coleo_l",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"499",1028,"spotfin",2017-06-28,3.15,"spider",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"500",1028,"spotfin",2017-06-28,3.15,"zoop",28,"below","lavage","lavage",53,44,NA,0,0.001,0
"501",1028,"spotfin",2017-06-28,3.15,"unk_ins",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"502",1028,"spotfin",2017-06-28,3.15,"coleo_ad",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"503",1028,"spotfin",2017-06-28,3.15,"terr_hymen",28,"below","lavage","lavage",53,44,NA,0,0.71,0
"504",1028,"spotfin",2017-06-28,3.15,"springtail",28,"below","lavage","lavage",53,44,NA,0,0.42,0
"505",1029,"bluegill",2017-06-23,5.21,"unk_ins",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"506",1029,"bluegill",2017-06-23,5.21,"chiro_p",29,"below","lavage","lavage",52,6,NA,0,0.85,0
"507",1029,"bluegill",2017-06-23,5.21,"corixid",29,"below","lavage","lavage",52,6,NA,1,0.01,0.01
"508",1029,"bluegill",2017-06-23,5.21,"fish_yoy",29,"below","lavage","lavage",52,6,NA,0,900,0
"509",1029,"bluegill",2017-06-23,5.21,"spider",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"510",1029,"bluegill",2017-06-23,5.21,"mayfly",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"511",1029,"bluegill",2017-06-23,5.21,"coleo_l",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"512",1029,"bluegill",2017-06-23,5.21,"chiro_a",29,"below","lavage","lavage",52,6,NA,0,0.99,0
"513",1029,"bluegill",2017-06-23,5.21,"ostracod",29,"below","lavage","lavage",52,6,NA,0,0.355,0
"514",1029,"bluegill",2017-06-23,5.21,"terr_hemip",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"515",1029,"bluegill",2017-06-23,5.21,"seed",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"516",1029,"bluegill",2017-06-23,5.21,"coleo_ad",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"517",1029,"bluegill",2017-06-23,5.21,"terr_hymen",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"518",1029,"bluegill",2017-06-23,5.21,"chiro_l",29,"below","lavage","lavage",52,6,NA,5,1.04,5.2
"519",1029,"bluegill",2017-06-23,5.21,"zoop",29,"below","lavage","lavage",52,6,NA,0,0.001,0
"520",1029,"bluegill",2017-06-23,5.21,"sciaridae",29,"below","lavage","lavage",52,6,NA,0,0.71,0
"521",1029,"bluegill",2017-06-23,5.21,"copepod",29,"below","lavage","lavage",52,6,NA,0,0.42,0
"522",1029,"bluegill",2017-06-23,5.21,"springtail",29,"below","lavage","lavage",52,6,NA,0,0.42,0
"523",1030,"largemouth",2017-06-23,900.01,"seed",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"524",1030,"largemouth",2017-06-23,900.01,"fish_yoy",30,"below","lavage","lavage",56,2,NA,1,900,900
"525",1030,"largemouth",2017-06-23,900.01,"mayfly",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"526",1030,"largemouth",2017-06-23,900.01,"unk_ins",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"527",1030,"largemouth",2017-06-23,900.01,"springtail",30,"below","lavage","lavage",56,2,NA,0,0.42,0
"528",1030,"largemouth",2017-06-23,900.01,"copepod",30,"below","lavage","lavage",56,2,NA,0,0.42,0
"529",1030,"largemouth",2017-06-23,900.01,"chiro_l",30,"below","lavage","lavage",56,2,NA,0,1.04,0
"530",1030,"largemouth",2017-06-23,900.01,"corixid",30,"below","lavage","lavage",56,2,NA,1,0.01,0.01
"531",1030,"largemouth",2017-06-23,900.01,"chiro_a",30,"below","lavage","lavage",56,2,NA,0,0.99,0
"532",1030,"largemouth",2017-06-23,900.01,"spider",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"533",1030,"largemouth",2017-06-23,900.01,"terr_hemip",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"534",1030,"largemouth",2017-06-23,900.01,"coleo_ad",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"535",1030,"largemouth",2017-06-23,900.01,"sciaridae",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"536",1030,"largemouth",2017-06-23,900.01,"coleo_l",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"537",1030,"largemouth",2017-06-23,900.01,"ostracod",30,"below","lavage","lavage",56,2,NA,0,0.355,0
"538",1030,"largemouth",2017-06-23,900.01,"chiro_p",30,"below","lavage","lavage",56,2,NA,0,0.85,0
"539",1030,"largemouth",2017-06-23,900.01,"terr_hymen",30,"below","lavage","lavage",56,2,NA,0,0.71,0
"540",1030,"largemouth",2017-06-23,900.01,"zoop",30,"below","lavage","lavage",56,2,NA,0,0.001,0
"541",1031,"spotfin",2017-06-28,5.68,"coleo_l",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"542",1031,"spotfin",2017-06-28,5.68,"ostracod",31,"above","lavage","lavage",88,8,NA,0,0.355,0
"543",1031,"spotfin",2017-06-28,5.68,"chiro_p",31,"above","lavage","lavage",88,8,NA,0,0.85,0
"544",1031,"spotfin",2017-06-28,5.68,"sciaridae",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"545",1031,"spotfin",2017-06-28,5.68,"chiro_a",31,"above","lavage","lavage",88,8,NA,0,0.99,0
"546",1031,"spotfin",2017-06-28,5.68,"fish_yoy",31,"above","lavage","lavage",88,8,NA,0,900,0
"547",1031,"spotfin",2017-06-28,5.68,"spider",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"548",1031,"spotfin",2017-06-28,5.68,"mayfly",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"549",1031,"spotfin",2017-06-28,5.68,"terr_hymen",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"550",1031,"spotfin",2017-06-28,5.68,"zoop",31,"above","lavage","lavage",88,8,NA,0,0.001,0
"551",1031,"spotfin",2017-06-28,5.68,"seed",31,"above","lavage","lavage",88,8,NA,8,0.71,5.68
"552",1031,"spotfin",2017-06-28,5.68,"chiro_l",31,"above","lavage","lavage",88,8,NA,0,1.04,0
"553",1031,"spotfin",2017-06-28,5.68,"coleo_ad",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"554",1031,"spotfin",2017-06-28,5.68,"corixid",31,"above","lavage","lavage",88,8,NA,0,0.01,0
"555",1031,"spotfin",2017-06-28,5.68,"unk_ins",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"556",1031,"spotfin",2017-06-28,5.68,"copepod",31,"above","lavage","lavage",88,8,NA,0,0.42,0
"557",1031,"spotfin",2017-06-28,5.68,"springtail",31,"above","lavage","lavage",88,8,NA,0,0.42,0
"558",1031,"spotfin",2017-06-28,5.68,"terr_hemip",31,"above","lavage","lavage",88,8,NA,0,0.71,0
"559",1032,"largemouth",2017-06-28,0.38,"coleo_l",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"560",1032,"largemouth",2017-06-28,0.38,"chiro_p",32,"above","lavage","lavage",57,38,NA,0,0.85,0
"561",1032,"largemouth",2017-06-28,0.38,"chiro_a",32,"above","lavage","lavage",57,38,NA,0,0.99,0
"562",1032,"largemouth",2017-06-28,0.38,"fish_yoy",32,"above","lavage","lavage",57,38,NA,0,900,0
"563",1032,"largemouth",2017-06-28,0.38,"ostracod",32,"above","lavage","lavage",57,38,NA,0,0.355,0
"564",1032,"largemouth",2017-06-28,0.38,"terr_hemip",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"565",1032,"largemouth",2017-06-28,0.38,"zoop",32,"above","lavage","lavage",57,38,NA,0,0.001,0
"566",1032,"largemouth",2017-06-28,0.38,"sciaridae",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"567",1032,"largemouth",2017-06-28,0.38,"terr_hymen",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"568",1032,"largemouth",2017-06-28,0.38,"unk_ins",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"569",1032,"largemouth",2017-06-28,0.38,"mayfly",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"570",1032,"largemouth",2017-06-28,0.38,"seed",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"571",1032,"largemouth",2017-06-28,0.38,"spider",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"572",1032,"largemouth",2017-06-28,0.38,"coleo_ad",32,"above","lavage","lavage",57,38,NA,0,0.71,0
"573",1032,"largemouth",2017-06-28,0.38,"springtail",32,"above","lavage","lavage",57,38,NA,0,0.42,0
"574",1032,"largemouth",2017-06-28,0.38,"corixid",32,"above","lavage","lavage",57,38,NA,38,0.01,0.38
"575",1032,"largemouth",2017-06-28,0.38,"copepod",32,"above","lavage","lavage",57,38,NA,0,0.42,0
"576",1032,"largemouth",2017-06-28,0.38,"chiro_l",32,"above","lavage","lavage",57,38,NA,0,1.04,0
"577",1033,"largemouth",2017-06-28,0.1,"chiro_a",33,"below","lavage","lavage",42,10,NA,0,0.99,0
"578",1033,"largemouth",2017-06-28,0.1,"coleo_ad",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"579",1033,"largemouth",2017-06-28,0.1,"ostracod",33,"below","lavage","lavage",42,10,NA,0,0.355,0
"580",1033,"largemouth",2017-06-28,0.1,"terr_hemip",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"581",1033,"largemouth",2017-06-28,0.1,"copepod",33,"below","lavage","lavage",42,10,NA,0,0.42,0
"582",1033,"largemouth",2017-06-28,0.1,"coleo_l",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"583",1033,"largemouth",2017-06-28,0.1,"unk_ins",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"584",1033,"largemouth",2017-06-28,0.1,"chiro_p",33,"below","lavage","lavage",42,10,NA,0,0.85,0
"585",1033,"largemouth",2017-06-28,0.1,"terr_hymen",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"586",1033,"largemouth",2017-06-28,0.1,"sciaridae",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"587",1033,"largemouth",2017-06-28,0.1,"spider",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"588",1033,"largemouth",2017-06-28,0.1,"springtail",33,"below","lavage","lavage",42,10,NA,0,0.42,0
"589",1033,"largemouth",2017-06-28,0.1,"seed",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"590",1033,"largemouth",2017-06-28,0.1,"fish_yoy",33,"below","lavage","lavage",42,10,NA,0,900,0
"591",1033,"largemouth",2017-06-28,0.1,"zoop",33,"below","lavage","lavage",42,10,NA,0,0.001,0
"592",1033,"largemouth",2017-06-28,0.1,"chiro_l",33,"below","lavage","lavage",42,10,NA,0,1.04,0
"593",1033,"largemouth",2017-06-28,0.1,"corixid",33,"below","lavage","lavage",42,10,NA,10,0.01,0.1
"594",1033,"largemouth",2017-06-28,0.1,"mayfly",33,"below","lavage","lavage",42,10,NA,0,0.71,0
"595",1034,"spotfin",2017-06-28,1.57,"sciaridae",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"596",1034,"spotfin",2017-06-28,1.57,"unk_ins",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"597",1034,"spotfin",2017-06-28,1.57,"chiro_a",34,"below","lavage","lavage",56,4,NA,0,0.99,0
"598",1034,"spotfin",2017-06-28,1.57,"terr_hemip",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"599",1034,"spotfin",2017-06-28,1.57,"coleo_ad",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"600",1034,"spotfin",2017-06-28,1.57,"terr_hymen",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"601",1034,"spotfin",2017-06-28,1.57,"spider",34,"below","lavage","lavage",56,4,NA,1,0.71,0.71
"602",1034,"spotfin",2017-06-28,1.57,"chiro_p",34,"below","lavage","lavage",56,4,NA,1,0.85,0.85
"603",1034,"spotfin",2017-06-28,1.57,"seed",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"604",1034,"spotfin",2017-06-28,1.57,"copepod",34,"below","lavage","lavage",56,4,NA,0,0.42,0
"605",1034,"spotfin",2017-06-28,1.57,"ostracod",34,"below","lavage","lavage",56,4,NA,0,0.355,0
"606",1034,"spotfin",2017-06-28,1.57,"zoop",34,"below","lavage","lavage",56,4,NA,0,0.001,0
"607",1034,"spotfin",2017-06-28,1.57,"corixid",34,"below","lavage","lavage",56,4,NA,1,0.01,0.01
"608",1034,"spotfin",2017-06-28,1.57,"chiro_l",34,"below","lavage","lavage",56,4,NA,0,1.04,0
"609",1034,"spotfin",2017-06-28,1.57,"mayfly",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"610",1034,"spotfin",2017-06-28,1.57,"coleo_l",34,"below","lavage","lavage",56,4,NA,0,0.71,0
"611",1034,"spotfin",2017-06-28,1.57,"springtail",34,"below","lavage","lavage",56,4,NA,0,0.42,0
"612",1034,"spotfin",2017-06-28,1.57,"fish_yoy",34,"below","lavage","lavage",56,4,NA,0,900,0
"613",1035,"bluegill",2017-06-28,1.7,"terr_hemip",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"614",1035,"bluegill",2017-06-28,1.7,"terr_hymen",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"615",1035,"bluegill",2017-06-28,1.7,"unk_ins",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"616",1035,"bluegill",2017-06-28,1.7,"springtail",35,NA,"lavage","lavage",60,2,NA,0,0.42,0
"617",1035,"bluegill",2017-06-28,1.7,"chiro_l",35,NA,"lavage","lavage",60,2,NA,0,1.04,0
"618",1035,"bluegill",2017-06-28,1.7,"mayfly",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"619",1035,"bluegill",2017-06-28,1.7,"ostracod",35,NA,"lavage","lavage",60,2,NA,0,0.355,0
"620",1035,"bluegill",2017-06-28,1.7,"chiro_a",35,NA,"lavage","lavage",60,2,NA,0,0.99,0
"621",1035,"bluegill",2017-06-28,1.7,"zoop",35,NA,"lavage","lavage",60,2,NA,0,0.001,0
"622",1035,"bluegill",2017-06-28,1.7,"chiro_p",35,NA,"lavage","lavage",60,2,NA,2,0.85,1.7
"623",1035,"bluegill",2017-06-28,1.7,"coleo_l",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"624",1035,"bluegill",2017-06-28,1.7,"sciaridae",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"625",1035,"bluegill",2017-06-28,1.7,"coleo_ad",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"626",1035,"bluegill",2017-06-28,1.7,"seed",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"627",1035,"bluegill",2017-06-28,1.7,"spider",35,NA,"lavage","lavage",60,2,NA,0,0.71,0
"628",1035,"bluegill",2017-06-28,1.7,"copepod",35,NA,"lavage","lavage",60,2,NA,0,0.42,0
"629",1035,"bluegill",2017-06-28,1.7,"corixid",35,NA,"lavage","lavage",60,2,NA,0,0.01,0
"630",1035,"bluegill",2017-06-28,1.7,"fish_yoy",35,NA,"lavage","lavage",60,2,NA,0,900,0
"631",1036,"spotfin",2017-06-28,0,"springtail",36,"below","lavage","lavage",49,0,NA,0,0.42,0
"632",1036,"spotfin",2017-06-28,0,"coleo_l",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"633",1036,"spotfin",2017-06-28,0,"chiro_p",36,"below","lavage","lavage",49,0,NA,0,0.85,0
"634",1036,"spotfin",2017-06-28,0,"corixid",36,"below","lavage","lavage",49,0,NA,0,0.01,0
"635",1036,"spotfin",2017-06-28,0,"terr_hemip",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"636",1036,"spotfin",2017-06-28,0,"seed",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"637",1036,"spotfin",2017-06-28,0,"sciaridae",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"638",1036,"spotfin",2017-06-28,0,"coleo_ad",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"639",1036,"spotfin",2017-06-28,0,"chiro_a",36,"below","lavage","lavage",49,0,NA,0,0.99,0
"640",1036,"spotfin",2017-06-28,0,"fish_yoy",36,"below","lavage","lavage",49,0,NA,0,900,0
"641",1036,"spotfin",2017-06-28,0,"ostracod",36,"below","lavage","lavage",49,0,NA,0,0.355,0
"642",1036,"spotfin",2017-06-28,0,"terr_hymen",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"643",1036,"spotfin",2017-06-28,0,"chiro_l",36,"below","lavage","lavage",49,0,NA,0,1.04,0
"644",1036,"spotfin",2017-06-28,0,"copepod",36,"below","lavage","lavage",49,0,NA,0,0.42,0
"645",1036,"spotfin",2017-06-28,0,"mayfly",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"646",1036,"spotfin",2017-06-28,0,"zoop",36,"below","lavage","lavage",49,0,NA,0,0.001,0
"647",1036,"spotfin",2017-06-28,0,"spider",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"648",1036,"spotfin",2017-06-28,0,"unk_ins",36,"below","lavage","lavage",49,0,NA,0,0.71,0
"649",1037,"river_shiner",2017-06-28,0.07,"coleo_ad",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"650",1037,"river_shiner",2017-06-28,0.07,"corixid",37,"below","lavage","lavage",50,7,NA,7,0.01,0.07
"651",1037,"river_shiner",2017-06-28,0.07,"sciaridae",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"652",1037,"river_shiner",2017-06-28,0.07,"copepod",37,"below","lavage","lavage",50,7,NA,0,0.42,0
"653",1037,"river_shiner",2017-06-28,0.07,"chiro_a",37,"below","lavage","lavage",50,7,NA,0,0.99,0
"654",1037,"river_shiner",2017-06-28,0.07,"chiro_p",37,"below","lavage","lavage",50,7,NA,0,0.85,0
"655",1037,"river_shiner",2017-06-28,0.07,"ostracod",37,"below","lavage","lavage",50,7,NA,0,0.355,0
"656",1037,"river_shiner",2017-06-28,0.07,"terr_hymen",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"657",1037,"river_shiner",2017-06-28,0.07,"unk_ins",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"658",1037,"river_shiner",2017-06-28,0.07,"chiro_l",37,"below","lavage","lavage",50,7,NA,0,1.04,0
"659",1037,"river_shiner",2017-06-28,0.07,"coleo_l",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"660",1037,"river_shiner",2017-06-28,0.07,"terr_hemip",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"661",1037,"river_shiner",2017-06-28,0.07,"fish_yoy",37,"below","lavage","lavage",50,7,NA,0,900,0
"662",1037,"river_shiner",2017-06-28,0.07,"spider",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"663",1037,"river_shiner",2017-06-28,0.07,"springtail",37,"below","lavage","lavage",50,7,NA,0,0.42,0
"664",1037,"river_shiner",2017-06-28,0.07,"seed",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"665",1037,"river_shiner",2017-06-28,0.07,"zoop",37,"below","lavage","lavage",50,7,NA,0,0.001,0
"666",1037,"river_shiner",2017-06-28,0.07,"mayfly",37,"below","lavage","lavage",50,7,NA,0,0.71,0
"667",1038,"spotfin",2017-06-28,0.01,"chiro_p",38,"below","lavage","lavage",63,1,NA,0,0.85,0
"668",1038,"spotfin",2017-06-28,0.01,"coleo_ad",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"669",1038,"spotfin",2017-06-28,0.01,"zoop",38,"below","lavage","lavage",63,1,NA,0,0.001,0
"670",1038,"spotfin",2017-06-28,0.01,"copepod",38,"below","lavage","lavage",63,1,NA,0,0.42,0
"671",1038,"spotfin",2017-06-28,0.01,"fish_yoy",38,"below","lavage","lavage",63,1,NA,0,900,0
"672",1038,"spotfin",2017-06-28,0.01,"terr_hemip",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"673",1038,"spotfin",2017-06-28,0.01,"chiro_l",38,"below","lavage","lavage",63,1,NA,0,1.04,0
"674",1038,"spotfin",2017-06-28,0.01,"terr_hymen",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"675",1038,"spotfin",2017-06-28,0.01,"sciaridae",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"676",1038,"spotfin",2017-06-28,0.01,"corixid",38,"below","lavage","lavage",63,1,NA,1,0.01,0.01
"677",1038,"spotfin",2017-06-28,0.01,"chiro_a",38,"below","lavage","lavage",63,1,NA,0,0.99,0
"678",1038,"spotfin",2017-06-28,0.01,"coleo_l",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"679",1038,"spotfin",2017-06-28,0.01,"mayfly",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"680",1038,"spotfin",2017-06-28,0.01,"spider",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"681",1038,"spotfin",2017-06-28,0.01,"unk_ins",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"682",1038,"spotfin",2017-06-28,0.01,"ostracod",38,"below","lavage","lavage",63,1,NA,0,0.355,0
"683",1038,"spotfin",2017-06-28,0.01,"seed",38,"below","lavage","lavage",63,1,NA,0,0.71,0
"684",1038,"spotfin",2017-06-28,0.01,"springtail",38,"below","lavage","lavage",63,1,NA,0,0.42,0
"685",1039,"river_shiner",2017-06-28,0,"chiro_p",39,"below","lavage","lavage",48,0,NA,0,0.85,0
"686",1039,"river_shiner",2017-06-28,0,"coleo_ad",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"687",1039,"river_shiner",2017-06-28,0,"chiro_a",39,"below","lavage","lavage",48,0,NA,0,0.99,0
"688",1039,"river_shiner",2017-06-28,0,"seed",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"689",1039,"river_shiner",2017-06-28,0,"corixid",39,"below","lavage","lavage",48,0,NA,0,0.01,0
"690",1039,"river_shiner",2017-06-28,0,"coleo_l",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"691",1039,"river_shiner",2017-06-28,0,"ostracod",39,"below","lavage","lavage",48,0,NA,0,0.355,0
"692",1039,"river_shiner",2017-06-28,0,"sciaridae",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"693",1039,"river_shiner",2017-06-28,0,"mayfly",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"694",1039,"river_shiner",2017-06-28,0,"terr_hymen",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"695",1039,"river_shiner",2017-06-28,0,"unk_ins",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"696",1039,"river_shiner",2017-06-28,0,"terr_hemip",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"697",1039,"river_shiner",2017-06-28,0,"springtail",39,"below","lavage","lavage",48,0,NA,0,0.42,0
"698",1039,"river_shiner",2017-06-28,0,"copepod",39,"below","lavage","lavage",48,0,NA,0,0.42,0
"699",1039,"river_shiner",2017-06-28,0,"spider",39,"below","lavage","lavage",48,0,NA,0,0.71,0
"700",1039,"river_shiner",2017-06-28,0,"chiro_l",39,"below","lavage","lavage",48,0,NA,0,1.04,0
"701",1039,"river_shiner",2017-06-28,0,"zoop",39,"below","lavage","lavage",48,0,NA,0,0.001,0
"702",1039,"river_shiner",2017-06-28,0,"fish_yoy",39,"below","lavage","lavage",48,0,NA,0,900,0
"703",1040,"largemouth",2017-06-28,0,"coleo_ad",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"704",1040,"largemouth",2017-06-28,0,"zoop",40,"below","lavage","lavage",40,0,NA,0,0.001,0
"705",1040,"largemouth",2017-06-28,0,"seed",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"706",1040,"largemouth",2017-06-28,0,"springtail",40,"below","lavage","lavage",40,0,NA,0,0.42,0
"707",1040,"largemouth",2017-06-28,0,"copepod",40,"below","lavage","lavage",40,0,NA,0,0.42,0
"708",1040,"largemouth",2017-06-28,0,"ostracod",40,"below","lavage","lavage",40,0,NA,0,0.355,0
"709",1040,"largemouth",2017-06-28,0,"sciaridae",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"710",1040,"largemouth",2017-06-28,0,"chiro_p",40,"below","lavage","lavage",40,0,NA,0,0.85,0
"711",1040,"largemouth",2017-06-28,0,"coleo_l",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"712",1040,"largemouth",2017-06-28,0,"corixid",40,"below","lavage","lavage",40,0,NA,0,0.01,0
"713",1040,"largemouth",2017-06-28,0,"terr_hemip",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"714",1040,"largemouth",2017-06-28,0,"chiro_l",40,"below","lavage","lavage",40,0,NA,0,1.04,0
"715",1040,"largemouth",2017-06-28,0,"chiro_a",40,"below","lavage","lavage",40,0,NA,0,0.99,0
"716",1040,"largemouth",2017-06-28,0,"mayfly",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"717",1040,"largemouth",2017-06-28,0,"unk_ins",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"718",1040,"largemouth",2017-06-28,0,"fish_yoy",40,"below","lavage","lavage",40,0,NA,0,900,0
"719",1040,"largemouth",2017-06-28,0,"terr_hymen",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"720",1040,"largemouth",2017-06-28,0,"spider",40,"below","lavage","lavage",40,0,NA,0,0.71,0
"721",1041,"spotfin",2017-06-28,2.82,"coleo_l",41,"below","lavage","lavage",61,14,NA,0,0.71,0
"722",1041,"spotfin",2017-06-28,2.82,"coleo_ad",41,"below","lavage","lavage",61,14,NA,0,0.71,0
"723",1041,"spotfin",2017-06-28,2.82,"ostracod",41,"below","lavage","lavage",61,14,NA,0,0.355,0
"724",1041,"spotfin",2017-06-28,2.82,"terr_hemip",41,"below","lavage","lavage",61,14,NA,0,0.71,0
"725",1041,"spotfin",2017-06-28,2.82,"copepod",41,"below","lavage","lavage",61,14,NA,0,0.42,0
"726",1041,"spotfin",2017-06-28,2.82,"seed",41,"below","lavage","lavage",61,14,NA,0,0.71,0
